Incident_ID,Year,Street_Name,Cross_Street,Distance,Junction_Relation,Total_Injuries,Total_Fatalities,Injury_Severity,Collision_Manner,Light_Condition,Weather,Surface_Condition,Age_1,Gender_1,Travel_One,UnitAction_One,Violation1_Drv1,AlcoholUse_ 1,DrugUse_1,Age_2,Gender_2,TravelDirection_2,UnitAction_2,Violation_2,AlcoholUse_2,DrugUse_2,Latitude,Longitude,Date,Time
3462432,2019,Broadway Rd,Mill Ave,-100.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Cloudy,Wet,36.0,Male,East,Changing Lanes,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,20.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40739,-111.94015,2019-01-01,12:24:00
3470825,2019,Baseline Rd,I-10 Exit 155 C2-Ramp,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Rain,Dry,27.0,Male,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,78.0,Female,North,Making Right Turn,Unknown,No Apparent Influence,No Apparent Influence,33.3783,-111.96738,2019-01-01,18:39:00
3478968,2019,University Dr,Rural Rd,200.0,Not Junction Related,0.0,0.0,No Injury,Left Turn,Dusk,Clear,Dry,28.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,26.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92566,2019-01-02,01:14:00
3470739,2019,McClintock Dr,Baseline Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,72.0,Female,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,36.0,Female,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37842,-111.90926,2019-01-02,02:22:00
3470724,2019,Baseline Rd,Price Rd,-29.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,36.0,Male,East,Making Right Turn,Followed Too Closely,No Apparent Influence,No Apparent Influence,62.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37846,-111.89371,2019-01-02,18:54:00
3470751,2019,Scottsdale Rd,Rio Salado Pkwy,175.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,33.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,26.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42933,-111.92629,2019-01-02,19:53:00
3470755,2019,Southern Ave,Kyrene Rd,0.0,Intersection T Inter 203,1.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,32.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,25.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39284,-111.94368,2019-01-03,00:20:00
3471085,2019,Broadway Rd,Kachina Dr,-50.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dusk,Clear,Dry,60.0,Male,South,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,61.0,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4075,-111.90688,2019-01-03,00:44:00
3470878,2019,McClintock Dr,La Jolla Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,26.0,Female,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,24.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38965,-111.90917,2019-01-03,14:33:00
3470717,2019,McClintock Dr,E Tempe Marketplace,133.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,67.0,Male,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,41.0,Male,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43245,-111.90931,2019-01-03,17:16:00
3470891,2019,Rural Rd,Spence Ave,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,37.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,36.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41287,-111.92629,2019-01-04,01:17:00
3470892,2019,Wildermuth Ave,River Dr,200.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,33.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,25.0,Male,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41296,-111.89557,2019-01-04,01:47:00
3471027,2019,University Dr,Mill Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Unknown,Dry,16.0,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,77.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193,-111.94002,2019-01-04,02:48:00
3470694,2019,Baseline Rd,Pointe Pkwy,-15.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,49.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,30.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.97204,2019-01-04,03:09:00
3470846,2019,Price Rd,Rio Salado Pkwy,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,24.0,Male,Southeast,Making Left Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,21.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42938,-111.89183,2019-01-04,15:42:00
3470746,2019,McClintock Dr,Warner Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,16.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,67.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.33464,-111.91118,2019-01-04,18:45:00
3470982,2019,3rd St,McClintock Dr,47.0,Intersection Related 206,1.0,0.0,Possible Injury,Head On,Daylight,Clear,Dry,44.0,Male,West,Making Left Turn,Drove Left Of Center Line,No Apparent Influence,No Apparent Influence,46.0,Male,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4274,-111.90891,2019-01-04,21:41:00
3471030,2019,Priest Dr,Grove Pkwy,50.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,20.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.35157,-111.96258,2019-01-04,23:02:00
3479043,2019,Priest Dr,Southern Ave,-180.0,Driveway Or Alley,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,29.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,43.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39239,-111.96078,2019-01-04,23:08:00
3471097,2019,Southern Ave,Los Feliz Dr,-196.0,Intersection Related 206,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,58.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,25.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39297,-111.9055,2019-01-05,00:23:00
3470893,2019,Price Rd,Southern Ave,0.0,Intersection 201,2.0,0.0,Possible Injury,Sideswipe Same Direction,Dusk,Clear,Dry,56.0,Male,North,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,54.0,Female,North,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.39295,-111.89045,2019-01-05,00:46:00
3502321,2019,Southern Ave,48th St,0.0,Intersection 201,0.0,0.0,No Injury,Rear End,Dark Lighted,Cloudy,Dry,49.0,Male,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,34.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39277,-111.97834,2019-01-05,04:59:00
3479018,2019,Rural Rd,Guadalupe Rd,-15.0,Intersection Related 206,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,28.0,Female,South,Going Straight Ahead,Drove Left Of Center Line,No Apparent Influence,No Apparent Influence,24.0,Male,Northwest,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36371,-111.9286,2019-01-05,22:10:00
3470762,2019,Kyrene Rd,Baseline Rd,-200.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Daylight,Cloudy,Dry,25.0,Female,South,Slowing In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,27.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37765,-111.94598,2019-01-05,22:38:00
3478855,2019,Baseline Rd,Wendler Dr,0.0,Intersection T Inter 203,0.0,0.0,No Injury,Rear End,Dusk,Cloudy,Wet,18.0,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,48.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37826,-111.96979,2019-01-06,01:28:00
3478788,2019,McClintock Dr,University Dr,137.0,Intersection Related 206,2.0,0.0,Possible Injury,Rear End,Dark Lighted,Cloudy,Dry,48.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,47.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42236,-111.90911,2019-01-06,01:35:00
3482631,2019,McClintock Dr,8th St,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Rain,Dry,31.0,Male,East,Going Straight Ahead,Ran Stop Sign,No Apparent Influence,No Apparent Influence,23.0,Male,Northeast,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41952,-111.9091,2019-01-06,01:55:00
3478931,2019,Broadway Rd,Dorsey Ln,100.0,Driveway Or Alley,2.0,0.0,Suspected Minor Injury,Rear End,Dark Lighted,Rain,Wet,25.0,Male,North,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,17.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40751,-111.91737,2019-01-06,05:44:00
3479093,2019,Price Rd,University Dr,0.0,Intersection 4 Way 202,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Cloudy,Dry,49.0,Female,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,48.0,Female,Northwest,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.89031,2019-01-06,17:24:00
3482426,2019,Rural Rd,Rio Salado Pkwy,-25.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,19.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42878,-111.92629,2019-01-06,23:13:00
3479103,2019,University Dr,Evergreen Rd,60.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,19.0,Male,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,24.0,Male,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42211,-111.88282,2019-01-07,01:37:00
3478873,2019,Scottsdale Rd,SR-202 Exit 7 X-Ramp,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,43.0,Male,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,52.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.43666,-111.92626,2019-01-07,17:07:00
3471098,2019,Broadway Rd,52nd St,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,30.0,Male,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,46.0,Female,West,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.40925,-111.96953,2019-01-07,17:26:00
3478878,2019,Baseline Rd,Mill Ave,-80.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,46.0,Male,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,26.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.93963,2019-01-07,22:27:00
3470939,2019,5th St,Terry Ln,20.0,Not Junction Related,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,26.0,Female,North,Going Straight Ahead,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,55.0,Female,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4255,-111.95576,2019-01-07,23:10:00
3470809,2019,Baseline Rd,Pointe Pkwy,-50.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,58.0,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,57.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97216,2019-01-07,23:36:00
3478837,2019,Priest Dr,La Jolla Dr,60.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Unknown 51,Unknown,Dry,22.0,Female,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,42.0,Male,South,Changing Lanes,No Improper Action,No Apparent Influence,No Apparent Influence,33.39045,-111.96081,2019-01-08,00:34:00
3479076,2019,Kyrene Rd,Guadalupe Rd,0.0,Not Junction Related,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,33.0,Male,Unknown,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,57.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36366,-111.94589,2019-01-08,00:41:00
3479074,2019,Broadway Rd,Price Rd,-56.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dusk,Clear,Dry,60.0,Female,East,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,39.0,Female,East,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.40747,-111.89052,2019-01-08,00:46:00
3470942,2019,McClintock Dr,Don Carlos Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dusk,Clear,Dry,36.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,21.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748,-111.90911,2019-01-08,01:07:00
3470736,2019,Guadalupe Rd,Country Club Way,45.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,67.0,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,55.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.3638,-111.90246,2019-01-08,01:48:00
3478849,2019,University Dr,Mill Ave,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,27.0,Male,Southwest,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,19.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42193,-111.94002,2019-01-08,02:51:00
3482413,2019,Terrace Rd,Krueger St,-25.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,59.0,Male,Northwest,Going Straight Ahead,Other,No Apparent Influence,No Apparent Influence,21.0,Male,Northwest,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42023,-111.92625,2019-01-08,02:54:00
3478784,2019,Rural Rd,Apache Blvd,0.0,Other,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,21.0,Female,South,Unknown,Unknown,No Apparent Influence,No Apparent Influence,20.0,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41476,-111.92629,2019-01-08,04:30:00
3470995,2019,Broadway Rd,52nd St,-90.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,21.0,Female,West,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,37.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4093,-111.96982,2019-01-08,15:05:00
3479011,2019,University Dr,Smith Rd,92.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,27.0,Female,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,24.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42211,-111.90022,2019-01-08,15:07:00
3478871,2019,Mill Ave,Hudson Ln,-80.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,54.0,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,56.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41341,-111.93989,2019-01-08,15:08:00
3470796,2019,Priest Dr,Center Pkwy,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Clear,Dry,28.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,40.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.44452,-111.95492,2019-01-08,15:29:00
3471069,2019,Rio Salado Pkwy,Packard Dr,-0.25,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,20.0,Female,West,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,22.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42941,-111.93348,2019-01-08,15:35:00
3470925,2019,Baseline Rd,Hardy Dr,90.0,Intersection Related 206,2.0,0.0,Suspected Minor Injury,Other,Daylight,Clear,Dry,29.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,41.0,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.95222,2019-01-08,16:38:00
3484235,2019,Rural Rd,University Dr,105.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,21.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,27.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42232,-111.92631,2019-01-08,21:56:00
3470894,2019,Fairmont Dr,48th St,45.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,29.0,Male,West,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,17.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39641,-111.97818,2019-01-08,22:21:00
3479041,2019,Baseline Rd,Darrow Dr,-162.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,18.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,21.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96166,2019-01-08,22:44:00
3470923,2019,Apache Blvd,Rural Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Male,West,Making Left Turn,Followed Too Closely,No Apparent Influence,No Apparent Influence,21.0,Male,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41476,-111.92629,2019-01-08,22:55:00
3470916,2019,Rural Rd,Westchester Dr,-97.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,16.0,Female,North,Slowing In Trafficway,Followed Too Closely,No Apparent Influence,No Apparent Influence,74.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36712,-111.92863,2019-01-09,00:02:00
3470922,2019,52nd St,Broadway Rd,119.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,22.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,31.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40957,-111.96954,2019-01-09,00:16:00
3479027,2019,Mill Ave,Hermosa Dr,47.0,Intersection Related 206,2.0,0.0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,19.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,24.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38834,-111.93953,2019-01-09,00:54:00
3478843,2019,Baseline Rd,I-10 Exit 155 J1-Ramp,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,57.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,33.0,Male,Northeast,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.3783,-111.96738,2019-01-09,04:32:00
3478883,2019,Southern Ave,College Ave,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,19.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,34.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39291,-111.93492,2019-01-09,05:06:00
3478875,2019,Baseline Rd,Kyrene Rd,200.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Cloudy,Dry,21.0,Male,East,Making Left Turn,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,44.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.94323,2019-01-09,17:19:00
3478858,2019,Rural Rd,Lamplighter Ln,62.0,Not Junction Related,2.0,0.0,Suspected Minor Injury,Sideswipe Same Direction,Daylight,Clear,Dry,28.0,Female,South,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,43.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37603,-111.92867,2019-01-09,19:29:00
3478764,2019,48th St,Broadway Rd,104.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,26.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,57.0,Female,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40761,-111.97826,2019-01-09,20:04:00
3484297,2019,48th St,Broadway Rd,160.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,25.0,Male,East,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,51.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40777,-111.97826,2019-01-09,21:06:00
3479061,2019,McClintock Dr,Don Carlos Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,72.0,Male,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,36.0,Female,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41748,-111.90911,2019-01-09,23:35:00
3470931,2019,University Dr,Lola Ln,125.0,Intersection Related 206,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,37.0,Female,West,Making Left Turn,Other,No Apparent Influence,No Apparent Influence,38.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42205,-111.89357,2019-01-10,01:26:00
3478904,2019,University Dr,Rural Rd,-50.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,20.0,Female,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,23.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92648,2019-01-10,01:30:00
3471035,2019,Rural Rd,Southern Ave,130.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,24.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,21.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39332,-111.92633,2019-01-10,02:16:00
3479039,2019,Southern Ave,River Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Unknown 51,Unknown,Dry,46.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,39.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39299,-111.89626,2019-01-10,15:40:00
3478987,2019,Rural Rd,Southern Ave,-155.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,19.0,Female,North,Changing Lanes,Followed Too Closely,No Apparent Influence,No Apparent Influence,53.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39254,-111.92633,2019-01-10,21:32:00
3479122,2019,Mill Ave,Southern Ave,-92.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,21.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,32.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39261,-111.9396,2019-01-10,21:37:00
3479059,2019,Rural Rd,University Dr,-82.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Cloudy,Dry,42.0,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,43.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4218,-111.92631,2019-01-10,21:55:00
3478986,2019,College Ave,Apache Blvd,-208.0,Not Junction Related,1.0,0.0,Suspected Minor Injury,U Turn,Daylight,Clear,Dry,23.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,21.0,Male,South,Making U Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41411,-111.93493,2019-01-10,22:12:00
3457062,2019,Elliot Rd,I-10 Exit 157 A-Ramp,-65.0,Intersection Related Non Interchange,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,56.0,Female,South,Making Right Turn,Unknown,No Apparent Influence,No Apparent Influence,35.0,Female,South,Making Right Turn,Unknown,No Apparent Influence,No Apparent Influence,33.34907,-111.97304,2019-01-10,22:14:00
