Incident_ID,Year,Street_Name,Cross_Street,Distance,Junction_Relation,Total_Injuries,Total_Fatalities,Injury_Severity,Collision_Manner,Light_Condition,Weather,Surface_Condition,Age_1,Gender_1,Travel_One,UnitAction_One,Violation1_Drv1,AlcoholUse_ 1,DrugUse_1,Age_2,Gender_2,TravelDirection_2,UnitAction_2,Violation_2,AlcoholUse_2,DrugUse_2,Latitude,Longitude,Date,Time
3920612,2022,Priest Dr,Warner Rd,138.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,33.0,Female,South,Changing Lanes,Followed Too Closely,No Apparent Influence,No Apparent Influence,59.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.33490446,-111.9631194,2022-02-17,17:12:00
3920447,2022,McAllister Ave,University Dr,-66.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,53.0,Male,South,Backing,Other,No Apparent Influence,No Apparent Influence,56.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42183831,-111.9289221,2022-02-17,18:33:00
3927576,2022,Baseline Rd,Beck Ave,-108.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,67.0,Male,North,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,34.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824173,-111.9601081,2022-02-18,03:43:00
3870064,2022,48th St,Broadway Rd,-200.0,Intersection Related 206,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,19.0,Male,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,32.0,Male,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.4067794,-111.9782902,2022-02-18,03:55:00
3932079,2022,Apache Blvd,Normal Ave,0.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,20.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,24.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41470485,-111.9327895,2022-02-18,07:49:00
3882272,2022,Guadalupe Rd,Lakeshore Dr,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,57.0,Female,North,Making Left Turn,Other,No Apparent Influence,No Apparent Influence,45.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.3637606,-111.9199137,2022-02-18,14:51:00
3920625,2022,Mill Ave,Southern Ave,-107.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,19.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,52.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39256928,-111.9395977,2022-02-18,23:08:00
3928018,2022,McClintock Dr,Rio Salado Pkwy,100.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,81.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,42.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42953667,-111.9090816,2022-02-19,00:05:00
3920428,2022,48th St,Fairmont Dr,-107.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,30.0,Male,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,26.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39611406,-111.9783302,2022-02-19,00:25:00
3871523,2022,SR-202 Exit 7 T-Ramp,Unknown,0.0,Entrance Exit Ramp 205,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,21.0,Male,East,Making Right Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,54.0,Male,East,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.43560511,-111.9264425,2022-02-19,00:43:00
3928057,2022,Rural Rd,Guadalupe Rd,-120.0,Driveway Or Alley,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,54.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,19.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36342313,-111.9286012,2022-02-19,00:56:00
3927609,2022,McClintock Dr,Curry Rd,93.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,24.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,24.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.44065936,-111.9095547,2022-02-19,19:02:00
3882271,2022,University Dr,Park Ln,20.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,21.0,Female,South,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,21.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.4219128,-111.9746231,2022-02-19,20:47:00
3871875,2022,48th St,I-10 Cardinal Frontage,0.0,Intersection 201,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,20.0,Female,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,47.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40932389,-111.9782234,2022-02-19,22:07:00
3927971,2022,Broadway Rd,Price Rd,70.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,35.0,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,30.0,Female,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40748151,-111.8901055,2022-02-20,04:10:00
3920430,2022,Guadalupe Rd,College Ave,-100.0,Not Junction Related,2.0,0.0,Suspected Minor Injury,Head On,Dark Lighted,Clear,Dry,22.0,Male,West,Going Straight Ahead,Drove Left Of Center Line,Alcohol,No Apparent Influence,61.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.36372268,-111.9341205,2022-02-20,04:47:00
3932068,2022,McClintock Dr,University Dr,100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,40.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,19.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42225581,-111.9091067,2022-02-20,21:32:00
3935040,2022,Mill Ave,Washington St,0.0,Intersection 201,1.0,0.0,Suspected Serious Injury,Left Turn,Daylight,Clear,Dry,28.0,Male,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,38.0,Male,Northwest,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.43762592,-111.9432967,2022-02-21,00:14:00
3920444,2022,48th St,I-10 Cardinal Frontage,0.0,Intersection 201,2.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,56.0,Male,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,49.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40932389,-111.9782234,2022-02-21,12:47:00
3927563,2022,McClintock Dr,Carson Dr,0.0,Intersection T Inter 203,2.0,0.0,Suspected Minor Injury,Left Turn,Daylight,Cloudy,Dry,26.0,Female,South,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,18.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.38388211,-111.9092115,2022-02-21,21:31:00
3927561,2022,Broadway Rd,Priest Dr,77.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Daylight,Cloudy,Dry,21.0,Female,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,71.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40742023,-111.9605258,2022-02-21,23:59:00
3920434,2022,Priest Dr,Rio Salado Pkwy,150.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dawn,Clear,Dry,28.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,39.0,Female,South,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42997248,-111.9609732,2022-02-22,13:37:00
3871841,2022,Price Rd,Rio Salado Pkwy,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,61.0,Female,North,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,75.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42931447,-111.890264,2022-02-22,19:42:00
3928025,2022,13th St,Mill Ave,-203.0,Not Junction Related,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,18.0,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,25.0,Male,West,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41474767,-111.9405725,2022-02-23,05:49:00
3902087,2022,Rural Rd,Vista Del Cerro Dr,-105.0,Not Junction Related,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Clear,Dry,23.0,Male,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,31.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40983317,-111.926284,2022-02-23,13:01:00
3927906,2022,University Dr,Evergreen Rd,20.0,Intersection 201,2.0,0.0,Possible Injury,Left Turn,Daylight,Rain,Wet,19.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,21.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42210691,-111.8829503,2022-02-23,17:23:00
3927997,2022,Rural Rd,Guadalupe Rd,-118.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Head On,Daylight,Cloudy,Wet,22.0,Female,West,Making Left Turn,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,57.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.36342862,-111.9286013,2022-02-23,21:08:00
3892038,2022,Priest Dr,Southern Ave,-88.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Cloudy,Wet,26.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,29.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39264239,-111.9607734,2022-02-24,03:44:00
3927607,2022,Priest Dr,Broadway Rd,25.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Dark Lighted,Clear,Dry,43.0,Male,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,Drugs,22.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40749119,-111.9607832,2022-02-24,06:07:00
3902013,2022,I-10 Exit 157 A-Ramp,Elliot Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,24.0,Male,South,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,31.0,Male,South,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.34907407,-111.9728316,2022-02-24,17:11:00
3932078,2022,Mill Ave,US-60 Exit 173 G-Ramp,-100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,22.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,49.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.38484078,-111.9394895,2022-02-24,17:17:00
3927989,2022,SR-143 Non-Cardinal,I-10 Exit 153 A-Ramp,0.0,Intersection 201,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,35.0,Female,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,28.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40932281,-111.9783209,2022-02-24,18:51:00
3927991,2022,48th St,I-10 Cardinal Frontage,-48.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,18.0,Female,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,49.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40919218,-111.9782263,2022-02-24,19:45:00
3932069,2022,Southern Ave,Oak St,-200.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,19.0,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,40.0,Male,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.3929829,-111.9162318,2022-02-25,00:01:00
3928060,2022,Broadway Rd,Beck Ave,0.0,Intersection 201,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,27.0,Male,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,33.0,Male,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4074084,-111.955271,2022-02-25,00:51:00
3927918,2022,McClintock Dr,Campus Dr,58.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,49.0,Male,South,Unknown,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,29.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.39851111,-111.9091296,2022-02-25,06:54:00
3932076,2022,Broadway Rd,McClintock Dr,30.0,Intersection 4 Way 202,0.0,0.0,No Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,55.0,Female,East,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,20.0,Female,East,Going Straight Ahead,No Improper Action,Alcohol,No Apparent Influence,33.40750019,-111.9090267,2022-02-25,09:36:00
3932065,2022,Priest Dr,Elliot Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,31.0,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,67.0,Male,Southeast,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.34910384,-111.9631336,2022-02-25,23:13:00
3935055,2022,University Dr,Smith Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Left Turn,Dark Lighted,Clear,Dry,44.0,Female,West,Making Left Turn,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,27.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42210728,-111.9004976,2022-02-26,02:47:00
3935049,2022,Lemon St,Rural Rd,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Head On,Dark Lighted,Clear,Dry,38.0,Male,North,Going Straight Ahead,Failed To Keep In Proper Lane,No Apparent Influence,No Apparent Influence,40.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41683501,-111.9262973,2022-02-26,08:36:00
3935052,2022,Priest Dr,University Dr,50.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,37.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,48.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42207853,-111.9609345,2022-02-26,11:13:00
3932067,2022,Baseline Rd,I-10 Exit 155 A1-Ramp,0.0,Entrance Exit Ramp 205,0.0,0.0,No Injury,Head On,Dark Lighted,Clear,Dry,17.0,Female,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,48.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827019,-111.9686324,2022-02-26,12:17:00
3878005,2022,I-10 Exit 155 A1-Ramp,Unknown,1.0,Entrance Exit Ramp 205,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,18.0,Male,East,Changing Lanes,Unsafe Lane Change,No Apparent Influence,No Apparent Influence,21.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37881414,-111.9686451,2022-02-26,17:59:00
3928021,2022,Rural Rd,Southern Ave,0.0,Intersection 4 Way 202,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,19.0,Male,South,Making Left Turn,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,58.0,Female,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.39296101,-111.9263255,2022-02-26,18:40:00
3892015,2022,Rural Rd,Baseline Rd,-84.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,41.0,Female,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,31.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37801837,-111.9286873,2022-02-26,21:51:00
3892039,2022,Rural Rd,Rio Salado Pkwy,-25.0,Intersection Related 206,1.0,0.0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,25.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,19.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42877979,-111.9262894,2022-02-27,04:13:00
3930952,2022,Rural Rd,Rio Salado Pkwy,-100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Dark Lighted,Clear,Dry,16.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,16.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.4285737,-111.9262899,2022-02-27,04:26:00
3935069,2022,Apache Blvd,Rural Rd,0.0,Intersection 201,0.0,0.0,No Injury,Left Turn,Dawn,Clear,Dry,29.0,Female,Northwest,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,55.0,Male,South,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.41476221,-111.9262928,2022-02-27,13:45:00
3935066,2022,Hardy Dr,Baseline Rd,-125.0,Not Junction Related,0.0,0.0,No Injury,Left Turn,Daylight,Clear,Dry,40.0,Female,Southeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,51.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37787018,-111.9525118,2022-02-27,20:22:00
3935068,2022,Elliot Rd,Harl Ave,-175.0,Not Junction Related,1.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,33.0,Male,East,Going Straight Ahead,Followed Too Closely,Alcohol,Drugs,26.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.34907787,-111.9665008,2022-02-27,21:45:00
3902105,2022,Priest Dr,5th St,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Minor Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,21.0,Female,Southeast,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,25.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42562034,-111.9609749,2022-02-27,22:13:00
3935070,2022,McClintock Dr,Rio Salado Pkwy,-100.0,Driveway Or Alley,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,60.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,67.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42898826,-111.9090626,2022-02-27,22:27:00
3935064,2022,McKellips Rd,Scottsdale Rd,0.0,Not Junction Related,1.0,0.0,Possible Injury,Left Turn,Daylight,Cloudy,Dry,37.0,Female,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,35.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.45124074,-111.9264677,2022-02-28,16:17:00
3927904,2022,Rio Salado Pkwy,Price Rd,0.0,Intersection 201,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,49.0,Male,East,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,43.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42931447,-111.890264,2022-02-28,21:44:00
3902091,2022,5th St,Price Rd,-90.0,Not Junction Related,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,40.0,Male,West,Backing,Other,No Apparent Influence,No Apparent Influence,29.0,Male,East,Properly Parked,No Improper Action,No Apparent Influence,No Apparent Influence,33.42568912,-111.8921977,2022-02-28,22:08:00
3930104,2022,Maple Ave,5th St,-25.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,30.0,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,57.0,Male,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42543051,-111.9412771,2022-03-01,20:16:00
3911855,2022,Rural Rd,Apache Blvd,100.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,20.0,Female,South,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,19.0,Male,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41503697,-111.926293,2022-03-02,00:25:00
3899251,2022,Broadway Rd,I-10 Exit 153 G-Ramp,0.0,Intersection 4 Way 202,1.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,53.0,Male,Southwest,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,52.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40845125,-111.9735973,2022-03-02,12:35:00
3902389,2022,Priest Dr,5th St,60.0,Intersection Related 206,2.0,0.0,Possible Injury,U Turn,Dark Lighted,Clear,Dry,25.0,Male,Southeast,Making U Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,63.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42578476,-111.9609689,2022-03-02,13:27:00
3911887,2022,University Dr,Rural Rd,-200.0,Not Junction Related,0.0,0.0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,20.0,Male,West,Changing Lanes,Other,No Apparent Influence,No Apparent Influence,26.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.422024,-111.9269674,2022-03-02,15:56:00
3911844,2022,Baseline Rd,Rural Rd,-91.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,50.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,61.0,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824753,-111.9289848,2022-03-02,17:53:00
3892071,2022,Rural Rd,8th St,0.0,Intersection T Inter 203,2.0,0.0,Possible Injury,Rear End,Daylight,Clear,Dry,20.0,Male,North,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,18.0,Female,North,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42100266,-111.9263069,2022-03-02,19:17:00
3931038,2022,Dorsey Ln,Broadway Rd,-215.0,Driveway Or Alley,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,31.0,Female,West,Unknown,Failed To Yield Right Of Way,Alcohol,No Apparent Influence,69.0,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40691474,-111.9176998,2022-03-02,22:46:00
3911873,2022,University Dr,Myrtle Ave,108.0,Intersection Related 206,1.0,0.0,Suspected Minor Injury,Rear End,Daylight,Clear,Dry,31.0,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,66.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194811,-111.9378023,2022-03-03,17:31:00
3899249,2022,Rural Rd,E Terrace Rd,76.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,19.0,Female,South,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,20.0,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.41935043,-111.9263006,2022-03-03,18:18:00
3902089,2022,Southern Ave,College Ave,0.0,Intersection 4 Way 202,1.0,0.0,Suspected Serious Injury,Left Turn,Daylight,Clear,Dry,20.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,19.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.39290712,-111.9349183,2022-03-03,21:22:00
3899250,2022,Country Club Way,Rice Dr,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,U Turn,Daylight,Clear,Dry,27.0,Female,North,Making U Turn,Other,No Apparent Influence,No Apparent Influence,42.0,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.3778736,-111.9006419,2022-03-03,23:04:00
3928058,2022,Elliot Rd,Roosevelt St,0.0,Intersection 201,1.0,0.0,Possible Injury,Angle - Other Than Left Turn 2,Daylight,Clear,Dry,30.0,Female,South,Making Right Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,47.0,Male,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.34917706,-111.9503233,2022-03-03,23:36:00
3902011,2022,Rio Salado Pkwy,Rural Rd,-154.0,Intersection Related 206,0.0,0.0,No Injury,Rear End,Daylight,Clear,Dry,33.0,Male,East,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,59.0,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42887293,-111.9267927,2022-03-04,00:24:00
3902014,2022,Broadway Rd,Dorsey Ln,0.0,Intersection 4 Way 202,2.0,0.0,Possible Injury,Left Turn,Daylight,Clear,Dry,26.0,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,23.0,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40750558,-111.917697,2022-03-04,00:37:00
3930572,2022,University Dr,Veterans Way,100.0,Intersection Related 206,0.0,0.0,No Injury,Angle - Other Than Left Turn 2,Dark Lighted,Cloudy,Dry,24.0,Male,Northwest,Going Straight Ahead,Other,Alcohol,No Apparent Influence,36.0,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42201819,-111.9286119,2022-03-04,01:36:00
3930562,2022,McClintock Dr,SR-202 Exit 8 J-Ramp,0.0,Intersection T Inter 203,1.0,0.0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,41.0,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,21.0,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.43662129,-111.9096218,2022-03-04,03:11:00
